Country,EdLevel,YearsCodePro,Employment,Salary
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time;Independent contractor, freelancer, or self-employed",13680.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",190000.0
Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",19200.0
United States of America,Some college/university study without earning a degree,30,"Employed, full-time",110000.0
Canada,Some college/university study without earning a degree,20,"Employed, full-time",66372.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",196000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",9972.0
Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",67296.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,"Employed, full-time",30953.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",32000.0
New Zealand,"Other doctoral degree (Ph.D., Ed.D., etc.)",3,"Independent contractor, freelancer, or self-employed",115800.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",225000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Employed, full-time",195000.0
Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,"Employed, part-time",20000.0
Canada,Something else,1,"Employed, full-time",66372.0
United States of America,Some college/university study without earning a degree,10,"Employed, full-time",140000.0
Canada,"Other doctoral degree (Ph.D., Ed.D., etc.)",2,"Employed, full-time",627792.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",8,"Employed, full-time",300000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",117126.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",59720.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",8976.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",140000.0
Germany,Some college/university study without earning a degree,22,"Independent contractor, freelancer, or self-employed",25596.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",225000.0
Egypt,Some college/university study without earning a degree,10,"Employed, full-time",19572.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",200000.0
Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",13668.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",115000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",200000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",200000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",200000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",105000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",153000.0
Canada,"Associate degree (A.A., A.S., etc.)",Less than 1 year,"Employed, full-time",58563.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",80000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",90000.0
Sri Lanka,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Independent contractor, freelancer, or self-employed",36000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",90000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",29292.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,4,"Employed, full-time",69102.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",187000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",131900.0
United States of America,Some college/university study without earning a degree,15,"Employed, full-time",209000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",100000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",360000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",350000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",300000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",305000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time;Independent contractor, freelancer, or self-employed",32412.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,"Employed, part-time",10000.0
Colombia,Some college/university study without earning a degree,5,"Employed, full-time",150000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",650000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",140000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",105000.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",62735.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",106157.0
Canada,Some college/university study without earning a degree,11,"Independent contractor, freelancer, or self-employed",1440000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",93701.0
United States of America,Some college/university study without earning a degree,6,"Employed, full-time",125000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",160000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Employed, full-time",39000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",58563.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",78000.0
Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",4,"Employed, full-time",39888.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",79130.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",109000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",87756.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",105000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",150000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",109318.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",89797.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",250000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",61760.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",80000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",3408000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",102000.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",13,"Employed, full-time",77000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",115000.0
United States of America,Something else,25,I prefer not to say,9750000.0
Chile,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",150000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",96742.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",100000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",210000.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",2,"Employed, part-time",67206.0
United States of America,Some college/university study without earning a degree,15,"Employed, full-time",133000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",134465.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",1140000.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",2,"Employed, full-time",167000.0
United States of America,Some college/university study without earning a degree,8,"Independent contractor, freelancer, or self-employed",65000.0
Brazil,Some college/university study without earning a degree,Less than 1 year,"Employed, full-time",4932.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",140000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",275000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",85000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",46850.0
Germany,Some college/university study without earning a degree,10,"Independent contractor, freelancer, or self-employed",127968.0
Canada,Some college/university study without earning a degree,16,"Employed, full-time",136647.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",184000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",180000.0
Guatemala,Some college/university study without earning a degree,2,"Independent contractor, freelancer, or self-employed",31272.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",177000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",204000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",90000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",9350.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",77200.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",124640.0
Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,"Employed, full-time",54893.0
China,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,"Employed, full-time",18920.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",64725.0
Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Employed, full-time",61104.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",200000.0
India,"Professional degree (JD, MD, etc.)",8,"Employed, full-time;Independent contractor, freelancer, or self-employed",541680.0
United States of America,Some college/university study without earning a degree,12,"Employed, full-time;Independent contractor, freelancer, or self-employed",176000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",104000.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",120311.0
Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",18792.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",3096.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",63984.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",12612.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",122000.0
Thailand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",29273.0
Hungary,Some college/university study without earning a degree,21,"Employed, full-time",46872.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",132000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",134000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",61117.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",500000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",95000.0
Chile,"Professional degree (JD, MD, etc.)",4,"Employed, full-time",36144.0
Russian Federation,"Associate degree (A.A., A.S., etc.)",2,"Employed, full-time",20784.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",126000.0
United States of America,Some college/university study without earning a degree,7,"Employed, full-time",160000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18,"Employed, full-time",320000.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",8,"Employed, full-time",125350.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",150000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31,"Employed, full-time",250000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",190000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",950000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",179000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",145000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",300000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",52753.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",83633.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Independent contractor, freelancer, or self-employed",5000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",4333.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",16908.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",69792.0
Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",1182240.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",77848.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",148000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",140000.0
Malaysia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",38832.0
Indonesia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",12288.0
Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",20784.0
United States of America,"Associate degree (A.A., A.S., etc.)",2,"Employed, full-time",156000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, part-time",46850.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Independent contractor, freelancer, or self-employed",149301.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",81387.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",19350.0
New Zealand,Some college/university study without earning a degree,13,"Employed, full-time",51467.0
New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",1080804.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Employed, full-time",60000.0
Australia,"Other doctoral degree (Ph.D., Ed.D., etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",55201.0
Russian Federation,Primary/elementary school,3,"Employed, full-time",29088.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34,"Employed, full-time",175000.0
Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",8208.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",24505.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",23220.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,"Employed, full-time",979992.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",41628.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",42348.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",500000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",10202.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",54168.0
Indonesia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",4092.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",500000.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",103608.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",130000.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",4836.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",34822.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time;Independent contractor, freelancer, or self-employed",230000.0
Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,"Employed, full-time",78419.0
Nepal,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,"Employed, full-time",1932.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",7980.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Independent contractor, freelancer, or self-employed;Employed, part-time",13620.0
Argentina,Some college/university study without earning a degree,10,"Employed, full-time",84000.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,10,"Employed, full-time",21.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",105000.0
New Zealand,Something else,23,"Employed, full-time",102933.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",78202.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",260000.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",5988.0
Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,"Employed, full-time",74651.0
China,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time;Independent contractor, freelancer, or self-employed",200000.0
Jordan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",60000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",75725.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",115000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",53078.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",127388.0
Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",41556.0
Morocco,"Associate degree (A.A., A.S., etc.)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",9528.0
Russian Federation,Something else,2,"Employed, full-time",15588.0
Azerbaijan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",21180.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time;Employed, part-time",22512.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",140000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",107000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",120000.0
Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",3000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",59327.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",110000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",150000.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,"Employed, full-time",76788.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",4092.0
Indonesia,Some college/university study without earning a degree,11,"Employed, full-time",7987.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time;Independent contractor, freelancer, or self-employed",141869.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Independent contractor, freelancer, or self-employed",274250.0
United Arab Emirates,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,"Employed, full-time",83184.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Independent contractor, freelancer, or self-employed",62352.0
United States of America,"Associate degree (A.A., A.S., etc.)",14,"Employed, full-time",100000.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,"Employed, full-time",66656.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",1468800.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",33533.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,"Employed, full-time",70380.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,"Employed, full-time",71451.0
Russian Federation,Something else,22,"Employed, full-time",39480.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",290000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",57900.0
Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",64248.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",200490.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time;Independent contractor, freelancer, or self-employed",47720.0
Singapore,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",74196.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",46430.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",7,"Employed, full-time",2292000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",38692.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,"Employed, full-time",90000.0
Canada,Some college/university study without earning a degree,3,"Employed, full-time",107756.0
Canada,Some college/university study without earning a degree,30,"Employed, full-time",117126.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",17411.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",145000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",79983.0
India,Primary/elementary school,,"Employed, full-time",7000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Employed, full-time;Independent contractor, freelancer, or self-employed",240000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",25150.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",29406.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Independent contractor, freelancer, or self-employed",6888.0
South Africa,Something else,27,"Employed, full-time",111645.0
South Korea,"Associate degree (A.A., A.S., etc.)",6,"Employed, full-time",47496.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",93418.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",5112.0
United States of America,Some college/university study without earning a degree,4,"Employed, full-time",120000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Independent contractor, freelancer, or self-employed",25794.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",10834.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",85893.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",85000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",110000.0
Hong Kong (S.A.R.),"Associate degree (A.A., A.S., etc.)",3,"Employed, full-time",45888.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",19346.0
Viet Nam,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time;Independent contractor, freelancer, or self-employed",85000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,"Employed, full-time;Independent contractor, freelancer, or self-employed",184000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",7738.0
Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",72732.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",213587.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",230000.0
Israel,Some college/university study without earning a degree,20,"Employed, full-time",161424.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",23215.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",82000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",20636.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",7738.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",120000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",148619.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",28374.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",60935.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43,"Independent contractor, freelancer, or self-employed",64333.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",3316884.0
"Iran, Islamic Republic of...","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time;Independent contractor, freelancer, or self-employed",25524.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time;Independent contractor, freelancer, or self-employed",210000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",6660.0
